X,Y,date_ech,valeur,source,qualif,couleur,lib_zone,x_wgs84,y_wgs84,the_geom,code_zone,type_zone,val_so2,val_no2,val_o3,val_pm10,val_pm25,id,ObjectId
254308.263522326,6428768.19464686,2019/06/17 00:00:00+00,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,2,0,30840,2183
207996.0157676,6612807.4664509,2019/06/17 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,3,2,0,32556,2184
342672.562119118,6512347.09158884,2019/06/18 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,5,4,0,33419,2185
440968.785684487,6495501.15758161,2019/06/18 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,4,2,0,34712,2186
339168.224548946,6556262.08622229,2019/06/18 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,5,3,0,34281,2187
308145.708854676,6496529.06879057,2019/06/18 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,5,3,0,31272,2188
252130.854282409,6580252.15296222,2019/06/18 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,3,0,35143,2189
276533.199859203,6318360.23321337,2019/06/18 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,3,0,32988,2190
263920.701552325,6626460.49089984,2019/06/18 00:00:00+00,3,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,3,3,0,33850,2191
179218.814202631,6573672.10147548,2019/06/18 00:00:00+00,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,3,0,31703,2192
207996.0157676,6612807.4664509,2019/06/18 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,2,3,3,0,32557,2193
365014.383921328,6419907.29480295,2019/06/18 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,3,0,35571,2194
254308.263522326,6428768.19464686,2019/06/18 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,5,2,0,30841,2195
391162.21911376,6509188.04991023,2019/06/18 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,5,4,0,36002,2196
294309.80934398,6538555.99784649,2019/06/18 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,5,3,0,32126,2197
391162.21911376,6509188.04991023,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,0,0,36003,2198
365014.383921328,6419907.29480295,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,3,0,35572,2199
339168.224548946,6556262.08622229,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,4,4,0,34282,2200
207996.0157676,6612807.4664509,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,2,4,4,0,32558,2201
276533.199859203,6318360.23321337,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,3,0,32989,2202
294309.80934398,6538555.99784649,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,4,0,32127,2203
308145.708854676,6496529.06879057,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,4,4,0,31273,2204
179218.814202631,6573672.10147548,2019/06/19 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,5,3,0,31704,2205
254308.263522326,6428768.19464686,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,3,0,30842,2206
263920.701552325,6626460.49089984,2019/06/19 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,4,2,5,4,0,33851,2207
342672.562119118,6512347.09158884,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,3,0,33420,2208
252130.854282409,6580252.15296222,2019/06/19 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,4,3,0,35144,2209
440968.785684487,6495501.15758161,2019/06/19 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,5,3,0,34713,2210
365014.383921328,6419907.29480295,2019/06/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,3,0,35573,2211
391162.21911376,6509188.04991023,2019/06/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,3,0,36004,2212
342672.562119118,6512347.09158884,2019/06/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,3,0,33421,2213
263920.701552325,6626460.49089984,2019/06/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,2,0,33852,2214
339168.224548946,6556262.08622229,2019/06/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,3,2,0,34283,2215
308145.708854676,6496529.06879057,2019/06/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,2,0,31274,2216
254308.263522326,6428768.19464686,2019/06/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,3,0,30843,2217
207996.0157676,6612807.4664509,2019/06/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,3,3,0,32559,2218
440968.785684487,6495501.15758161,2019/06/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,3,3,0,34714,2219
276533.199859203,6318360.23321337,2019/06/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,2,0,32990,2220
294309.80934398,6538555.99784649,2019/06/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32128,2221
179218.814202631,6573672.10147548,2019/06/20 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,0,0,31705,2222
252130.854282409,6580252.15296222,2019/06/20 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,3,0,35145,2223
308145.708854676,6496529.06879057,2019/06/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,3,2,0,31275,2224
254308.263522326,6428768.19464686,2019/06/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,2,0,30844,2225
294309.80934398,6538555.99784649,2019/06/21 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32129,2226
276533.199859203,6318360.23321337,2019/06/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,3,2,0,32991,2227
263920.701552325,6626460.49089984,2019/06/21 00:00:00+00,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,3,2,4,3,0,33853,2228
342672.562119118,6512347.09158884,2019/06/21 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,2,0,33422,2229
391162.21911376,6509188.04991023,2019/06/21 00:00:00+00,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,2,0,36005,2230
365014.383921328,6419907.29480295,2019/06/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,2,0,35574,2231
207996.0157676,6612807.4664509,2019/06/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,3,3,0,32560,2232
252130.854282409,6580252.15296222,2019/06/21 00:00:00+00,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,2,0,35146,2233
440968.785684487,6495501.15758161,2019/06/21 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,2,0,34715,2234
339168.224548946,6556262.08622229,2019/06/21 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,2,0,34284,2235
179218.814202631,6573672.10147548,2019/06/21 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,2,0,31706,2236
440968.785684487,6495501.15758161,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,5,3,0,34716,2237
207996.0157676,6612807.4664509,2019/06/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,3,0,32561,2238
254308.263522326,6428768.19464686,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,5,3,0,30845,2239
391162.21911376,6509188.04991023,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,5,3,0,36006,2240
294309.80934398,6538555.99784649,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,5,3,0,32130,2241
263920.701552325,6626460.49089984,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,5,3,0,33854,2242
276533.199859203,6318360.23321337,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,5,2,0,32992,2243
179218.814202631,6573672.10147548,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,5,3,0,31707,2244
252130.854282409,6580252.15296222,2019/06/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,4,0,35147,2245
342672.562119118,6512347.09158884,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,5,4,0,33423,2246
339168.224548946,6556262.08622229,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,5,3,0,34285,2247
365014.383921328,6419907.29480295,2019/06/22 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,3,0,35575,2248
308145.708854676,6496529.06879057,2019/06/22 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,5,3,0,31276,2249
254308.263522326,6428768.19464686,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,5,4,0,30846,2250
339168.224548946,6556262.08622229,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,5,3,0,34286,2251
276533.199859203,6318360.23321337,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,5,3,0,32993,2252
207996.0157676,6612807.4664509,2019/06/23 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,2,5,7,0,32562,2253
252130.854282409,6580252.15296222,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,5,4,0,35148,2254
179218.814202631,6573672.10147548,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,5,3,0,31708,2255
294309.80934398,6538555.99784649,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,5,3,0,32131,2256
391162.21911376,6509188.04991023,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,5,3,0,36007,2257
263920.701552325,6626460.49089984,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,3,5,5,0,33855,2258
308145.708854676,6496529.06879057,2019/06/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,3,0,31277,2259
342672.562119118,6512347.09158884,2019/06/23 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,5,4,0,33424,2260
440968.785684487,6495501.15758161,2019/06/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,3,0,34717,2261
365014.383921328,6419907.29480295,2019/06/23 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,3,0,35576,2262
365014.383921328,6419907.29480295,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,4,3,0,35577,2263
308145.708854676,6496529.06879057,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,3,0,31278,2264
207996.0157676,6612807.4664509,2019/06/24 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,3,3,5,0,32563,2265
391162.21911376,6509188.04991023,2019/06/24 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,5,0,0,36008,2266
294309.80934398,6538555.99784649,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,3,0,32132,2267
179218.814202631,6573672.10147548,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,3,0,31709,2268
339168.224548946,6556262.08622229,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,4,0,34287,2269
254308.263522326,6428768.19464686,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,3,0,30847,2270
342672.562119118,6512347.09158884,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,3,0,33425,2271
252130.854282409,6580252.15296222,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,3,4,0,35149,2272
263920.701552325,6626460.49089984,2019/06/24 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,5,3,4,5,0,33856,2273
440968.785684487,6495501.15758161,2019/06/24 00:00:00+00,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,3,0,34718,2274
276533.199859203,6318360.23321337,2019/06/24 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,6,3,0,32994,2275
342672.562119118,6512347.09158884,2019/06/25 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,6,7,0,33426,2276
252130.854282409,6580252.15296222,2019/06/25 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,4,6,0,35150,2277
308145.708854676,6496529.06879057,2019/06/25 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,5,5,0,31279,2278
391162.21911376,6509188.04991023,2019/06/25 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,6,0,0,36009,2279
263920.701552325,6626460.49089984,2019/06/25 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,2,3,5,6,0,33857,2280
365014.383921328,6419907.29480295,2019/06/25 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,7,5,0,35578,2281
294309.80934398,6538555.99784649,2019/06/25 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,6,6,0,32133,2282
179218.814202631,6573672.10147548,2019/06/25 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,7,4,0,31710,2283
207996.0157676,6612807.4664509,2019/06/25 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,3,5,6,0,32564,2284
254308.263522326,6428768.19464686,2019/06/25 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,5,5,0,30848,2285
440968.785684487,6495501.15758161,2019/06/25 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,7,4,0,34719,2286
339168.224548946,6556262.08622229,2019/06/25 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,6,7,0,34288,2287
276533.199859203,6318360.23321337,2019/06/25 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,6,4,0,32995,2288
207996.0157676,6612807.4664509,2019/06/26 00:00:00+00,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,4,0,32565,2289
365014.383921328,6419907.29480295,2019/06/26 00:00:00+00,8,Atmo HDF,Mauvais,#FF0000,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,6,8,0,35579,2290
308145.708854676,6496529.06879057,2019/06/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,6,5,0,31280,2291
252130.854282409,6580252.15296222,2019/06/26 00:00:00+00,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,4,0,35151,2292
342672.562119118,6512347.09158884,2019/06/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,5,6,0,33427,2293
440968.785684487,6495501.15758161,2019/06/26 00:00:00+00,7,Atmo HDF,Médiocre,#FFAA00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,7,6,0,34720,2294
254308.263522326,6428768.19464686,2019/06/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,6,5,0,30849,2295
179218.814202631,6573672.10147548,2019/06/26 00:00:00+00,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,3,0,31711,2296
339168.224548946,6556262.08622229,2019/06/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,5,5,0,34289,2297
294309.80934398,6538555.99784649,2019/06/26 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,5,0,32134,2298
391162.21911376,6509188.04991023,2019/06/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,6,0,0,36010,2299
263920.701552325,6626460.49089984,2019/06/26 00:00:00+00,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,3,0,33858,2300
276533.199859203,6318360.23321337,2019/06/26 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,6,6,0,32996,2301
440968.785684487,6495501.15758161,2019/06/27 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,5,3,0,34721,2302
342672.562119118,6512347.09158884,2019/06/27 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,6,4,0,33428,2303
254308.263522326,6428768.19464686,2019/06/27 00:00:00+00,6,Atmo HDF,Médiocre,#FFAA00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,6,4,0,30850,2304
339168.224548946,6556262.08622229,2019/06/27 00:00:00+00,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,5,4,0,34290,2305
